ore_name	reg_name	damage	display_name
dustIronWood	gregtech:gt.metaitem.01	2338	Ironwood Dust
dustJade	gregtech:gt.metaitem.01	2537	Jade Dust
dustJasper	gregtech:gt.metaitem.01	2511	Jasper Dust
dustKanthal	gregtech:gt.metaitem.01	2312	Kanthal Dust
dustKaolinite	gregtech:gt.metaitem.01	2929	Kaolinite
dustKashinite	miscutils:itemDustKashinite	0	Kashinite Dust
dustKevlar	gregtech:gt.metaitem.01	2765	Kevlar Dust
dustKnightmetal	gregtech:gt.metaitem.01	2362	Knightmetal Dust
dustKoboldite	miscutils:itemDustKoboldite	0	Koboldite Dust
dustKoboldite	witchery:ingredient	148	Koboldite Dust
dustKyanite	gregtech:gt.metaitem.01	2924	Kyanite Dust
dustLFTRFuel1	miscutils:itemDustLFTRFuel1	0	LFTR Fuel 1 Dust
dustLFTRFuel2	miscutils:itemDustLFTRFuel2	0	LFTR Fuel 2 Dust
dustLFTRFuel3	miscutils:itemDustLFTRFuel3	0	LFTR Fuel 3 Dust
dustLafiumCompound	miscutils:itemDustLafiumCompound	0	Lafium Compound Dust
dustLafossaite	miscutils:itemDustLafossaite	0	Lafossaite Dust
dustLanthaniteCe	miscutils:itemDustLanthaniteCe	0	Lanthanite (Ce) Dust
dustLanthaniteLa	miscutils:itemDustLanthaniteLa	0	Lanthanite (La) Dust
dustLanthaniteNd	miscutils:itemDustLanthaniteNd	0	Lanthanite (Nd) Dust
dustLanthaniumChloride	bartworks:gt.bwMetaGenerateddust	11121	Lanthanium Chloride Dust
dustLanthanum	gregtech:gt.metaitem.01	2064	Lanthanum Dust
dustLanthanumHexaboride	bartworks:gt.bwMetaGenerateddust	11358	Lanthanum Hexaboride Dust
dustLanthanumOreConcentrate	bartworks:gt.bwMetaGenerateddust	11446	Lanthanum Ore Concentrate Dust
dustLanthanumOxide	bartworks:gt.bwMetaGenerateddust	11359	Lanthanum Oxide Dust
dustLapis	IC2:itemDust	12	Lapis Lazuli Dust
dustLapis	gregtech:gt.metaitem.01	2526	Lapis Dust
dustLaurenium	miscutils:itemDustLaurenium	0	Laurenium Dust
dustLautarite	miscutils:itemDustLautarite	0	Lautarite Dust
dustLazurite	gregtech:gt.metaitem.01	2524	Lazurite Dust
dustLeachResidue	bartworks:gt.bwMetaGenerateddust	60	Leach Residue Dust
dustLead	IC2:itemDust	10	Lead Dust
dustLead	gregtech:gt.metaitem.01	2089	Lead Dust
dustLedox	gregtech:gt.metaitem.01	2390	Ledox Dust
dustLepersonnite	miscutils:itemDustLepersonnite	0	Lepersonnite Dust
dustLepidolite	gregtech:gt.metaitem.01	2907	Lepidolite Dust
dustLi2BeF4	miscutils:itemDustLi2BeF4	0	Lithium Tetrafluoroberyllate Fuel Compound Dust
dustLi2CO3CaOH2	miscutils:itemDustLi2CO3CaOH2	0	Li2CO3 + CaO2H2 Compound Dust
dustLignite	gregtech:gt.metaitem.01	2538	Lignite Coal Dust
dustLithium	IC2:itemDust	14	Lithium Dust
dustLithium	gregtech:gt.metaitem.01	2006	Lithium Dust
dustLithium7	miscutils:itemDustLithium7	0	Lithium 7 Dust
dustLithiumCarbonate	miscutils:itemDustLithiumCarbonate	0	Lithium Carbonate Dust
dustLithiumChloride	bartworks:gt.bwMetaGenerateddust	10098	Lithium Chloride Dust
dustLithiumFluoride	miscutils:itemDustLithiumFluoride	0	Lithium Fluoride Dust
dustLithiumHydroperoxide	miscutils:itemDustLithiumHydroperoxide	0	Lithium Hydroperoxide Dust
dustLithiumHydroxide	miscutils:itemDustLithiumHydroxide	0	Lithium Hydroxide Dust
dustLithiumPeroxide	miscutils:itemDustLithiumPeroxide	0	Lithium Peroxide Dust
dustLiveRoot	gregtech:gt.metaitem.01	2832	Liveroot Dust
dustLivingrock	gregtech:gt.metaitem.01	2204	Livingrock Dust
dustLivingwood	gregtech:gt.metaitem.01	2206	Livingwood Dust
dustLoellingite	bartworks:gt.bwMetaGenerateddust	12	Loellingite Dust
dustLongasssuperconductornameforuhvwire	gregtech:gt.metaitem.01	2985	Superconductor Base UHV Dust
dustLongasssuperconductornameforuvwire	gregtech:gt.metaitem.01	2986	Superconductor Base UV Dust
dustLow-PurityHafnium	bartworks:gt.bwMetaGenerateddust	11001	Low-Purity Hafnium Dust
dustLowQualityNaquadriaPhosphate	bartworks:gt.bwMetaGenerateddust	10074	Low Quality Naquadria Phosphate Dust
dustLowQualityNaquadriaSulphate	bartworks:gt.bwMetaGenerateddust	10076	Low Quality Naquadria Sulphate Dust
dustLumiinessence	bartworks:gt.bwMetaGenerateddust	10100	Lumiinessence Dust
dustLumiium	bartworks:gt.bwMetaGenerateddust	10101	Lumiium Dust
dustLutetium	gregtech:gt.metaitem.01	2078	Lutetium Dust
dustLutetiumOreConcentrate	bartworks:gt.bwMetaGenerateddust	11459	Lutetium Ore Concentrate Dust
dustMAR-Ce-M200Steel	bartworks:gt.bwMetaGenerateddust	10097	MAR-Ce-M200 Steel Dust
dustMAR-M200Steel	bartworks:gt.bwMetaGenerateddust	10096	MAR-M200 Steel Dust
dustMagmatter	gregtech:gt.metaitem.01	2143	Magmatter Dust
dustMagnalium	gregtech:gt.metaitem.01	2313	Magnalium Dust
dustMagnesia	gregtech:gt.metaitem.01	2621	Magnesia Dust
dustMagnesite	gregtech:gt.metaitem.01	2908	Magnesite Dust
dustMagnesium	gregtech:gt.metaitem.01	2018	Magnesium Dust
dustMagnesiumSulphate	bartworks:gt.bwMetaGenerateddust	10108	Magnesium Sulphate Dust
dustMagnesiumchloride	gregtech:gt.metaitem.01	2377	Magnesiumchloride Dust
dustMagnetite	gregtech:gt.metaitem.01	2870	Magnetite Dust
dustMagnetoResonatic	bartworks:gt.bwMetaGenerateddust	36	Magneto Resonatic Dust
dustMakeMake	dreamcraft:item.MakeMakeStoneDust	0	MakeMake Stone Dust
dustMakeMakeStone	dreamcraft:item.MakeMakeStoneDust	0	MakeMake Stone Dust
dustMalachite	gregtech:gt.metaitem.01	2871	Malachite Dust
dustManaDiamond	gregtech:gt.metaitem.01	2208	Mana Diamond Dust
dustManasteel	gregtech:gt.metaitem.01	2201	Manasteel Dust
dustManganese	gregtech:gt.metaitem.01	2031	Manganese Dust
dustManureByproducts	miscutils:itemDustManureByproducts	0	Manure Byproduct Dust
dustManyullyn	TConstruct:materials	41	Manyullyn Dust
dustManyullyn	gregtech:gt.metaitem.01	2386	Manyullyn Dust
dustMaragingSteel250	miscutils:itemDustMaragingSteel250	0	Maraging Steel 250 Dust
dustMaragingSteel300	miscutils:itemDustMaragingSteel300	0	Maraging Steel 300 Dust
dustMaragingSteel350	miscutils:itemDustMaragingSteel350	0	Maraging Steel 350 Dust
dustMarble	gregtech:gt.metaitem.01	2845	Marble Dust
dustMars	dreamcraft:item.MarsStoneDust	0	Mars Stone Dust
dustMarsStone	dreamcraft:item.MarsStoneDust	0	Mars Stone Dust
dustMassicot	gregtech:gt.metaitem.01	2614	Massicot Dust
dustMeatCooked	gregtech:gt.metaitem.01	2893	Cooked Mince Meat
dustMeatRaw	gregtech:gt.metaitem.01	2892	Mince Meat
dustMellion	gregtech:gt.metaitem.01	2148	Mellion Dust
dustMelodicAlloy	gregtech:gt.metaitem.01	2404	Melodic Alloy Dust
dustMercuryCore	dreamcraft:item.MercuryCoreDust	0	Mercury Core Dust
dustMercuryStone	dreamcraft:item.MercuryStoneDust	0	Mercury Stone Dust
dustMetalMixture	gregtech:gt.metaitem.01	2676	Metal Mixture Dust
dustMetallicSludgeDustResidue	bartworks:gt.bwMetaGenerateddust	77	Metallic Sludge Dust Residue Dust
dustMetamorphicMineralMixture	gregtech:gt.metaitem.01	2171	Metamorphic Mineral Mixture Dust
dustMetastableOganesson	bartworks:gt.bwMetaGenerateddust	10111	Metastable Oganesson Dust
dustMeteoricIron	gregtech:gt.metaitem.01	2340	Meteoric Iron Dust
dustMeteoricSteel	gregtech:gt.metaitem.01	2341	Meteoric Steel Dust
dustMica	gregtech:gt.metaitem.01	2901	Mica Dust
dustMiessiite	miscutils:itemDustMiessiite	0	Miessiite Dust
dustMigmatite	gregtech:gt.metaitem.01	2872	Migmatite Dust
dustMilk	gregtech:gt.metaitem.01	2885	Milk Powder
dustMirabilite	gregtech:gt.metaitem.01	2900	Mirabilite Dust
dustMiranda	dreamcraft:item.MirandaStoneDust	0	Miranda Stone Dust
dustMirandaStone	dreamcraft:item.MirandaStoneDust	0	Miranda Stone Dust
dustMithril	gregtech:gt.metaitem.01	2331	Mithril Dust
dustMixTumbaga	miscutils:itemDustMixTumbaga	0	Tumbaga Mix Dust
dustMolybdenite	gregtech:gt.metaitem.01	2942	Molybdenite Dust
dustMolybdenum	gregtech:gt.metaitem.01	2048	Molybdenum Dust
dustMolybdenum(IV)Oxide	bartworks:gt.bwMetaGenerateddust	11305	Molybdenum (IV) Oxide Dust
dustMolybdenumTrioxide	bartworks:gt.bwMetaGenerateddust	11317	Molybdenum Trioxide Dust
dustMonazite	gregtech:gt.metaitem.01	2520	Monazite Dust
dustMonaziteRareEarthFiltrate	bartworks:gt.bwMetaGenerateddust	11021	Monazite Rare Earth Filtrate Dust
dustMonaziteRareEarthHydroxideConcentrate	bartworks:gt.bwMetaGenerateddust	11023	Monazite Rare Earth Hydroxide Concentrate Dust
dustMonaziteRarerEarthSediment	bartworks:gt.bwMetaGenerateddust	11031	Monazite Rarer Earth Sediment Dust
dustMonaziteSulfate	bartworks:gt.bwMetaGenerateddust	11019	Monazite Sulfate Dust
dustMoon	dreamcraft:item.MoonStoneDust	0	Moon Stone Dust
dustMoonStone	dreamcraft:item.MoonStoneDust	0	Moon Stone Dust
dustMu-metal	bartworks:gt.bwMetaGenerateddust	11351	Mu-metal Dust
dustMysteriousCrystal	gregtech:gt.metaitem.01	2398	Mysterious Crystal Dust
dustMytryl	gregtech:gt.metaitem.01	2387	Mytryl Dust
dustNaquadah	gregtech:gt.metaitem.01	2324	Naquadah Dust
dustNaquadahAlloy	gregtech:gt.metaitem.01	2325	Naquadah Alloy Dust
dustNaquadahEnriched	gregtech:gt.metaitem.01	2326	Enriched Naquadah Dust
dustNaquadahOxideMixture	bartworks:gt.bwMetaGenerateddust	10054	Naquadah Oxide Mixture Dust
dustNaquadahine	bartworks:gt.bwMetaGenerateddust	10063	Naquadahine Dust
dustNaquadria	gregtech:gt.metaitem.01	2327	Naquadria Dust
dustNaquadriaOxideMixture	bartworks:gt.bwMetaGenerateddust	10072	Naquadria Oxide Mixture Dust
dustNaquadriaSulphate	bartworks:gt.bwMetaGenerateddust	10078	Naquadria Sulphate Dust
dustNeodymium	gregtech:gt.metaitem.01	2067	Neodymium Dust
dustNeodymiumMagnetic	gregtech:gt.metaitem.01	2356	Magnetic Neodymium Dust
dustNeodymiumOreConcentrate	bartworks:gt.bwMetaGenerateddust	11449	Neodymium Ore Concentrate Dust
dustNeodymiumOxide	bartworks:gt.bwMetaGenerateddust	11122	Neodymium Oxide Dust
dustNeodymiumRareEarthConcentrate	bartworks:gt.bwMetaGenerateddust	11117	Neodymium Rare Earth Concentrate Dust
dustNeptunium	miscutils:itemDustNeptunium	0	Neptunium Dust
dustNeptunium238	miscutils:dustNeptunium238	0	Neptunium 238 Dust
dustNeptunium239	miscutils:dustNeptunium239	0	Neptunium 239 Dust
dustNeptuniumHexafluoride	miscutils:itemDustNeptuniumHexafluoride	0	Neptunium Hexafluoride Dust
dustNetherBrick	gregtech:gt.metaitem.01	2814	Nether Brick Dust
dustNetherQuartz	gregtech:gt.metaitem.01	2522	Nether Quartz Dust
dustNetherStar	gregtech:gt.metaitem.01	2506	Nether Star Dust
dustNetherite	gregtech:gt.metaitem.01	2132	Netherite Dust
dustNetherrack	gregtech:gt.metaitem.01	2807	Netherrack Dust
dustNeutralizedMonaziteRareEarthFiltrate	bartworks:gt.bwMetaGenerateddust	11022	Neutralized Monazite Rare Earth Filtrate Dust
dustNeutralizedUraniumFiltrate	bartworks:gt.bwMetaGenerateddust	11040	Neutralized Uranium Filtrate Dust
dustNeutronium	gregtech:gt.metaitem.01	2129	Neutronium Dust
dustNichrome	gregtech:gt.metaitem.01	2311	Nichrome Dust
dustNichromite	miscutils:itemDustNichromite	0	Nichromite Dust
dustNickel	gregtech:gt.metaitem.01	2034	Nickel Dust
dustNickelAluminide	gregtech:gt.metaitem.01	2772	Nickel Aluminide Dust
dustNickelZincFerrite	gregtech:gt.metaitem.01	2613	Nickel-Zinc Ferrite Dust
dustNiobium	gregtech:gt.metaitem.01	2047	Niobium Dust
dustNiobiumCarbide	miscutils:itemDustNiobiumCarbide	0	Niobium Carbide Dust
dustNiobiumNitride	gregtech:gt.metaitem.01	2359	Niobium Nitride Dust
dustNiobiumTitanium	gregtech:gt.metaitem.01	2360	Niobium-Titanium Dust
dustNiter	gregtech:gt.metaitem.01	2531	Niter Dust
dustNitinol60	miscutils:itemDustNitinol60	0	Nitinol 60 Dust
dustNitrogenatedSamarium-TerbiumMixture	bartworks:gt.bwMetaGenerateddust	11126	Nitrogenated Samarium-Terbium Mixture Dust
dustOberon	dreamcraft:item.OberonStoneDust	0	Oberon Stone Dust
dustOberonStone	dreamcraft:item.OberonStoneDust	0	Oberon Stone Dust
dustObsidian	IC2:itemDust	11	Obsidian Dust
dustObsidian	gregtech:gt.metaitem.01	2804	Obsidian Dust
dustOctiron	miscutils:itemDustOctiron	0	Octiron Dust
dustOilsands	gregtech:gt.metaitem.01	2878	Oilsands Dust
dustOlenite	bartworks:gt.bwMetaGenerateddust	9	Olenite Dust
dustOlivine	gregtech:gt.metaitem.01	2505	Olivine Dust
dustOpal	gregtech:gt.metaitem.01	2510	Opal Dust
dustOrangeDescloizite	bartworks:gt.bwMetaGenerateddust	27	Orange Descloizite Dust
dustOrganicFertilizer	miscutils:itemDustOrganicFertilizer	0	Organic Fertilizer Dust
dustOrganorhodiumCatalyst	gregtech:gt.metaitem.01	2756	Organorhodium Catalyst Dust
dustOrichalcum	gregtech:gt.metaitem.01	2966	Orichalcum Dust
dustOriharukon	gregtech:gt.metaitem.01	2393	Oriharukon Dust
dustOrundum	bartworks:gt.bwMetaGenerateddust	10023	Orundum Dust
dustOsmiridium	gregtech:gt.metaitem.01	2317	Osmiridium Dust
dustOsmium	gregtech:gt.metaitem.01	2083	Osmium Dust
dustPTMEGElastomer	bartworks:gt.bwMetaGenerateddust	11312	PTMEG Elastomer Dust
dustPalladium	gregtech:gt.metaitem.01	2052	Palladium Dust
dustPalladiumMetallicPowder	bartworks:gt.bwMetaGenerateddust	53	Palladium Metallic Powder Dust
dustPalladiumSalt	bartworks:gt.bwMetaGenerateddust	55	Palladium Salt Dust
dustPaper	gregtech:gt.metaitem.01	2879	Chad
dustPentacadmiummagnesiumhexaoxid	gregtech:gt.metaitem.01	2987	Superconductor Base MV Dust
dustPentaerythritol	gregtech:gt.metaitem.01	2785	Pentaerythritol Dust
dustPentlandite	gregtech:gt.metaitem.01	2909	Pentlandite Dust
dustPerlite	gregtech:gt.metaitem.01	2925	Perlite Dust
dustPermalloy	bartworks:gt.bwMetaGenerateddust	11350	Permalloy Dust
dustPerroudite	miscutils:itemDustPerroudite	0	Perroudite Dust
dustPhobos	dreamcraft:item.PhobosStoneDust	0	Phobos Stone Dust
dustPhobosStone	dreamcraft:item.PhobosStoneDust	0	Phobos Stone Dust
dustPhosphate	gregtech:gt.metaitem.01	2833	Phosphate Dust
dustPhosphorousPentoxide	gregtech:gt.metaitem.01	2665	Phosphorous Pentoxide Dust
dustPhosphorus	gregtech:gt.metaitem.01	2021	Phosphorus Dust
dustPhthalicAnhydride	miscutils:itemDustPhthalicAnhydride	0	Phthalic Anhydride Dust
dustPigIron	gregtech:gt.metaitem.01	2307	Pig Iron Dust
dustPikyonium64B	miscutils:itemDustPikyonium64B	0	Pikyonium 64B Dust
dustPitchblende	gregtech:gt.metaitem.01	2873	Pitchblende
dustPlagioclase	gregtech:gt.metaitem.01	2172	Plagioclase Dust
dustPlanetMercury	dreamcraft:item.MercuryStoneDust	0	Mercury Stone Dust
dustPlanetMercury	dreamcraft:item.MercuryCoreDust	0	Mercury Core Dust
dustPlastic	gregtech:gt.metaitem.01	2874	Polyethylene Pulp
dustPlatinum	gregtech:gt.metaitem.01	2085	Platinum Dust
dustPlatinumGroupSludge	gregtech:gt.metaitem.01	2241	Platinum Group Sludge Dust
dustPlatinumMetallicPowder	bartworks:gt.bwMetaGenerateddust	47	Platinum Metallic Powder Dust
dustPlatinumResidue	bartworks:gt.bwMetaGenerateddust	49	Platinum Residue Dust
dustPlatinumSalt	bartworks:gt.bwMetaGenerateddust	45	Platinum Salt Dust
dustPluto	dreamcraft:item.PlutoIceDust	0	Pluto Ice Dust
dustPluto	dreamcraft:item.PlutoStoneDust	0	Pluto Stone Dust
dustPluto	GalaxySpace:item.GlowstoneDusts	4	Pluto Glowstone Dust
dustPlutoGlowstone	GalaxySpace:item.GlowstoneDusts	4	Pluto Glowstone Dust
dustPlutoIce	dreamcraft:item.PlutoIceDust	0	Pluto Ice Dust
dustPlutoStone	dreamcraft:item.PlutoStoneDust	0	Pluto Stone Dust
dustPlutonium	gregtech:gt.metaitem.01	2100	Plutonium 239 Dust
dustPlutonium238	miscutils:itemDustPlutonium238	0	Plutonium-238 Dust
dustPlutonium241	gregtech:gt.metaitem.01	2101	Plutonium 241 Dust
dustPlutoniumOxide-UraniumMixture	bartworks:gt.bwMetaGenerateddust	10009	Plutonium Oxide-Uranium Mixture Dust
dustPollucite	gregtech:gt.metaitem.01	2919	Pollucite Dust
dustPolonium	miscutils:itemDustPolonium	0	Polonium Dust
dustPolybenzimidazole	gregtech:gt.metaitem.01	2599	Polybenzimidazole Dust
dustPolycaprolactam	gregtech:gt.metaitem.01	2472	Polycaprolactam Pulp
dustPolycrase	miscutils:itemDustPolycrase	0	Polycrase Dust
dustPolydimethylsiloxane	gregtech:gt.metaitem.01	2633	Polydimethylsiloxane Pulp
dustPolyphenyleneSulfide	gregtech:gt.metaitem.01	2631	Polyphenylene Sulfide Dust
dustPolystyrene	gregtech:gt.metaitem.01	2636	Polystyrene Pulp
dustPolytetrafluoroethylene	gregtech:gt.metaitem.01	2473	Polytetrafluoroethylene Pulp
dustPolytetrahydrofuran	bartworks:gt.bwMetaGenerateddust	11306	Polytetrahydrofuran Dust
dustPolyurethaneCatalystADust	gregtech:gt.metaitem.01	2790	Polyurethane Catalyst A Dust
dustPolyvinylChloride	gregtech:gt.metaitem.01	2649	Polyvinyl Chloride Pulp
dustPotash	gregtech:gt.metaitem.01	2623	Potash Dust
dustPotassium	gregtech:gt.metaitem.01	2025	Potassium Dust
dustPotassiumCarbonate	bartworks:gt.bwMetaGenerateddust	101	Potassium Carbonate Dust
dustPotassiumChlorate	bartworks:gt.bwMetaGenerateddust	11314	Potassium Chlorate Dust
dustPotassiumDichromate	gregtech:gt.metaitem.01	2594	Potassium Dichromate Dust
dustPotassiumDisulfate	bartworks:gt.bwMetaGenerateddust	59	Potassium Disulfate Dust
dustPotassiumEthylXanthate	miscutils:item.BasicGenericChemItem	11	Potassium Ethyl Xanthate Dust
dustPotassiumFeldspar	gregtech:gt.metaitem.01	2847	Potassium Feldspar Dust
dustPotassiumHydroxide	miscutils:item.BasicGenericChemItem	12	Potassium Hydroxide Dust
dustPotassiumHydroxide	dreamcraft:item.PotassiumHydroxideDust	0	Potassium Hydroxide Dust
dustPotassiumNitrate	gregtech:gt.metaitem.01	2590	Potassium Nitrate Dust
dustPotassiumNitrate	miscutils:itemDustPotassiumNitrate	0	Potassium Nitrate Dust
dustPotassiumPermanganate	bartworks:gt.bwMetaGenerateddust	11043	Potassium Permanganate Dust
dustPotassiumfluorosilicate	bartworks:gt.bwMetaGenerateddust	99	Potassiumfluorosilicate Dust
dustPotin	miscutils:itemDustPotin	0	Potin Dust
dustPowellite	gregtech:gt.metaitem.01	2883	Powellite Dust
dustPraseodymium	gregtech:gt.metaitem.01	2066	Praseodymium Dust
dustPraseodymiumOreConcentrate	bartworks:gt.bwMetaGenerateddust	11447	Praseodymium Ore Concentrate Dust
dustPrasiolite	bartworks:gt.bwMetaGenerateddust	35	Prasiolite Dust
dustPreActivatedCarbon	gregtech:gt.metaitem.01	2564	Pre-Activated Carbon Dust
dustPreciousMetalsAlloy	bartworks:gt.bwMetaGenerateddust	10109	Precious Metals Alloy Dust
dustPromethium	gregtech:gt.metaitem.01	2068	Promethium Dust
dustPromethiumOreConcentrate	bartworks:gt.bwMetaGenerateddust	11450	Promethium Ore Concentrate Dust
dustProtactinium	miscutils:itemDustProtactinium	0	Protactinium Dust
dustProtactinium233	miscutils:dustProtactinium233	0	Protactinium-233 Dust
dustProteus	dreamcraft:item.ProteusStoneDust	0	Proteus Stone Dust
dustProteus	GalaxySpace:item.GlowstoneDusts	3	Proteus Glowstone Dust
dustProteusGlowstone	GalaxySpace:item.GlowstoneDusts	3	Proteus Glowstone Dust
dustProteusStone	dreamcraft:item.ProteusStoneDust	0	Proteus Stone Dust
dustPulsatingIron	gregtech:gt.metaitem.01	2378	Pulsating Iron Dust
dustPumice	gregtech:gt.metaitem.01	2926	Pumice Dust
dustPureAdamantium	gregtech:gt.metaitem.01	4319	Purified Pile of Adamantium Dust
dustPureAgarditeCd	miscutils:dustPureAgarditeCd	0	Purified Agardite (Cd) Dust
dustPureAgarditeLa	miscutils:dustPureAgarditeLa	0	Purified Agardite (La) Dust
dustPureAgarditeNd	miscutils:dustPureAgarditeNd	0	Purified Agardite (Nd) Dust
dustPureAgarditeY	miscutils:dustPureAgarditeY	0	Purified Agardite (Y) Dust
dustPureAlburnite	miscutils:dustPureAlburnite	0	Purified Alburnite Dust
dustPureAlduorite	gregtech:gt.metaitem.01	4485	Purified Pile of Alduorite Dust
dustPureAlmandine	gregtech:gt.metaitem.01	4820	Purified Pile of Almandine Dust
dustPureAluminium	gregtech:gt.metaitem.01	4019	Purified Pile of Aluminium Dust
dustPureAluminiumfluoride	gregtech:gt.metaitem.01	4969	Purified Pile of Aluminium Fluoride Dust
dustPureAlunite	gregtech:gt.metaitem.01	4911	Purified Pile of Alunite Dust
dustPureAmber	gregtech:gt.metaitem.01	4514	Purified Pile of Amber Dust
dustPureAmericium	gregtech:gt.metaitem.01	4103	Purified Pile of Americium Dust
dustPureAmethyst	gregtech:gt.metaitem.01	4509	Purified Pile of Amethyst Dust
dustPureAncientGranite	miscutils:dustPureAncientGranite	0	Purified Ancient Granite Dust
dustPureAndradite	gregtech:gt.metaitem.01	4821	Purified Pile of Andradite Dust
dustPureAntimony	gregtech:gt.metaitem.01	4058	Purified Pile of Antimony Dust
dustPureAnyCopper	gregtech:gt.metaitem.01	4035	Purified Pile of Copper Dust
dustPureAnyIron	gregtech:gt.metaitem.01	4032	Purified Pile of Iron Dust
dustPureAnyIron	gregtech:gt.metaitem.01	4307	Purified Pile of Pig Iron Dust
dustPureApatite	gregtech:gt.metaitem.01	4530	Purified Pile of Apatite Dust
dustPureArdite	gregtech:gt.metaitem.01	4382	Purified Pile of Ardite Dust
dustPureArsenic	gregtech:gt.metaitem.01	4039	Purified Pile of Arsenic Dust
dustPureArsenopyrite	bartworks:gt.bwMetaGenerateddustPure	10	Purified Pile of Arsenopyrite Dust
dustPureAsbestos	gregtech:gt.metaitem.01	4946	Purified Pile of Asbestos Dust
dustPureAtheneite	bartworks:gt.bwMetaGenerateddustPure	93	Purified Pile of Atheneite Dust
dustPureBArTiMaEuSNeK	bartworks:gt.bwMetaGenerateddustPure	43	Purified Pile of BArTiMaEuSNeK Dust
dustPureBandedIron	gregtech:gt.metaitem.01	4917	Purified Pile of Banded Iron Dust
dustPureBarite	gregtech:gt.metaitem.01	4904	Purified Pile of Barite Dust
dustPureBariteRa	miscutils:dustPureBariteRa	0	Purified Barite (Ra) Dust
dustPureBarium	gregtech:gt.metaitem.01	4063	Purified Pile of Barium Dust
dustPureBasalticMineralSand	gregtech:gt.metaitem.01	4935	Purified Pile of Basaltic Mineral Sand
